Comments,Processed Comments
"nakakaiyak ang testimonya ng mga torture survivors, hindi dapat makalimutan","['nakakaiyak ang testimonya ng mga torture survivors, hindi dapat makalimutan']"
"I studied history and the evidence is clear, hindi fairy tale ang naranasan ng mga biktima","['I studied history and the evidence is clear, hindi fairy tale ang naranasan ng mga biktima']"
"grabe ang nerve ng mga nagtatangkilik sa diktadurya, calling it golden age","['grabe ang nerve ng mga nagtatangkilik sa diktadurya, calling it golden age']"
sana mabigyan ng hustisya ang lahat ng biktima ng human rights violations,['sana mabigyan ng hustisya ang lahat ng biktima ng human rights violations']
"yung accountability ay hindi optional, it's the foundation of democracy","['yung accountability ay hindi optional, it's the foundation of democracy']"
"grabe ang disinformation campaign sa social media, industriya na ang pagsisinungaling","['grabe ang disinformation campaign sa social media, industriya na ang pagsisinungaling']"
"nakakainis ang troll farms, ginagawang weapon ang social media para palitin ang katotohanan","['nakakainis ang troll farms, ginagawang weapon ang social media para palitin ang katotohanan']"
"I fact-check everything now before sharing, please do the same","['I fact-check everything now before sharing, please do the same']"
"grabe ang impact ng fake news sa public opinion, napaniwala na ang marami sa kasinungalingan","['grabe ang impact ng fake news sa public opinion, napaniwala na ang marami sa kasinungalingan']"
"sana mas maraming media literacy programs, simula elementary dapat ito ituro","['sana mas maraming media literacy programs, simula elementary dapat ito ituro']"
"yung press freedom index ng Pinas is concerning, journalists should be protected","['yung press freedom index ng Pinas is concerning, journalists should be protected']"
"grabe ang mga red-tagged journalists, they're doing a public service","['grabe ang mga red-tagged journalists, they're doing a public service']"
"nakakaiyak ang mga nawawalang activists, families still searching for answers☹️","['nakakaiyak ang mga nawawalang activists, families still searching for answers☹️']"
"I stand with the families of victims of extrajudicial killings, justice must be served","['I stand with the families of victims of extrajudicial killings, justice must be served']"
"grabe ang culture of impunity, walang takot because they know malalaya rin sila","['grabe ang culture of impunity, walang takot because they know malalaya rin sila']"
"sana maging malakas ang independent judiciary natin, hindi puppet ng executive","['sana maging malakas ang independent judiciary natin, hindi puppet ng executive']"
"yung checks and balances ay kailangan, wala dapat na nasa labas ng batas","['yung checks and balances ay kailangan, wala dapat na nasa labas ng batas']"
"grabe ang judicial appointments na political ang basehan, hindi credentials","['grabe ang judicial appointments na political ang basehan, hindi credentials']"
"nakakainis na parang laro lang ang gobyerno para sa iilan, pero seryosong buhay sa amin","['nakakainis na parang laro lang ang gobyerno para sa iilan, pero seryosong buhay sa amin']"
"I just want to live a decent life in my own country, is that too much to ask","['I just want to live a decent life in my own country, is that too much to ask']"
"grabe ang brain drain, we're exporting our best people because we can't keep them here","['grabe ang brain drain, we're exporting our best people because we can't keep them here']"
sana dumating ang araw na ang Pilipinas ay magandang lugar para mabuhay at magtatag ng pamilya,['sana dumating ang araw na ang Pilipinas ay magandang lugar para mabuhay at magtatag ng pamilya']
yung nursing homes are understaffed and elderly care is being ignored,['yung nursing homes are understaffed and elderly care is being ignored']
"grabe ang neglect ng PWD community, hindi pa accessible ang karamihan ng public spaces","['grabe ang neglect ng PWD community, hindi pa accessible ang karamihan ng public spaces']"
"nakakainis ang tokenism, hindi lang isang ramp ang sapat para sabihing accessible na","['nakakainis ang tokenism, hindi lang isang ramp ang sapat para sabihing accessible na']"
I have a family member with disability and I know how hard it is to navigate the system,['I have a family member with disability and I know how hard it is to navigate the system']
"grabe ang mental health stigma sa Pinas, hinahayaan ang mga nagdurusa instead of helping","['grabe ang mental health stigma sa Pinas, hinahayaan ang mga nagdurusa instead of helping']"
"sana maging mas open tayo sa mental health conversations, it saves lives","['sana maging mas open tayo sa mental health conversations, it saves lives']"
yung suicide prevention programs are underfunded and understaffed,['yung suicide prevention programs are underfunded and understaffed']
"grabe ang pressure na nararamdaman ng mga young professionals, burnout is real","['grabe ang pressure na nararamdaman ng mga young professionals, burnout is real']"
"nakakainis ang hustle culture, rest is not laziness it's necessary","['nakakainis ang hustle culture, rest is not laziness it's necessary']"
"I quit my toxic job and I have no regrets, my mental health is worth more","['I quit my toxic job and I have no regrets, my mental health is worth more']"
"grabe ang exploitation ng mga workers especially sa BPO, night shift walang benefits","['grabe ang exploitation ng mga workers especially sa BPO, night shift walang benefits']"
"sana maging mas malakas ang labor rights enforcement, maraming naaaabuso","['sana maging mas malakas ang labor rights enforcement, maraming naaaabuso']"
yung contractualization is depriving workers of security and benefits,['yung contractualization is depriving workers of security and benefits']
"grabe ang gig economy trap, flexible pero walang safety net","['grabe ang gig economy trap, flexible', 'pero walang safety net']"
"nakakainis na ang hard work ay hindi enough, systemic changes are needed","['nakakainis na ang hard work ay hindi enough, systemic changes are needed']"
"I believe in the Filipino worker, pag binigyan ng tamang kondisyon extraordinary ang nagagawa nila","['I believe in the Filipino worker, pag binigyan ng tamang kondisyon extraordinary ang nagagawa nila']"
"grabe ang opportunities na nawala dahil sa covid pandemic, we're still recovering","['grabe ang opportunities na nawala dahil sa covid pandemic, we're still recovering']"
"sana mas maraming startup ecosystem support, maraming innovative Pilipinos","['sana mas maraming startup ecosystem support, maraming innovative Pilipinos']"
yung access to capital for small businesses is a major barrier to growth,['yung access to capital for small businesses is a major barrier to growth']
"grabe ang bureaucracy na hinaharap ng mga negosyante, simpleng business permit takes months","['grabe ang bureaucracy na hinaharap ng mga negosyante, simpleng business permit takes months']"
nakakatuwa na ang daming successful Pinoy entrepreneurs despite all the obstacles,['nakakatuwa na ang daming successful Pinoy entrepreneurs despite all the obstacles']
"I started my own small business and it's hard but fulfilling, support small business guys","['I started my own small business and it's hard but fulfilling, support small business guys']"
"grabe ang market dominance ng malalaking conglomerates, walang room para sa maliliit","['grabe ang market dominance ng malalaking conglomerates, walang room para sa maliliit']"
sana may mas fair na playing field para sa lahat ng negosyo,['sana may mas fair na playing field para sa lahat ng negosyo']
yung agrarian reform was supposed to help farmers but implementation is patchy,['yung agrarian reform was supposed to help farmers but implementation is patchy']
"grabe ang issue ng land grabbing, farmers being displaced from lands they've worked for years","['grabe ang issue ng land grabbing, farmers being displaced from lands they've worked for years']"
"nakakaiyak ang sitwasyon ng mga magsasaka, pinaka-important sector pero pinakanapabayaan","['nakakaiyak ang sitwasyon ng mga magsasaka, pinaka-important sector', 'pero pinakanapabayaan']"
"I grew up in a farming family and I know how hard it is, please respect farmers","['I grew up in a farming family and I know how hard it is, please respect farmers']"
grabe ang post-harvest losses dahil kulang sa infrastructure at cold chain facilities,['grabe ang post-harvest losses dahil kulang sa infrastructure at cold chain facilities']
"sana mag-modernize ang agricultural sector, mahalaga para sa food security","['sana mag-modernize ang agricultural sector, mahalaga para sa food security']"
"yung fisherfolk are also being marginalized, we need to protect our maritime resources","['yung fisherfolk are also being marginalized, we need to protect our maritime resources']"
"grabe ang overfishing issue, we're depleting our own resources","['grabe ang overfishing issue, we're depleting our own resources']"
nakakainis ang illegal fishing especially ng foreign vessels sa ating waters,['nakakainis ang illegal fishing especially ng foreign vessels sa ating waters']
I love seafood pero nagiging conscious na rin ako sa sustainability,"['I love seafood', 'pero nagiging conscious na rin ako sa sustainability']"
"grabe ang biodiversity loss sa Pinas, we're losing species before we even discover them","['grabe ang biodiversity loss sa Pinas, we're losing species before we even discover them']"
"sana maging mas serious ang conservation efforts, hindi lang pabida sa internasyon","['sana maging mas serious ang conservation efforts, hindi lang pabida sa internasyon']"
"yung indigenous peoples are the best stewards of their ancestral lands, support their rights","['yung indigenous peoples are the best stewards of their ancestral lands, support their rights']"
